order_id,customer_id,order_date,product,quantity,price
5047,2847,2023-10-16,Keyboard,3,206.87
3282,2775,2024-07-11,Keyboard,5,578.50
1926,2795,2024-08-20,Phone,3,726.37
6568,2457,2024-02-03,Phone,1,797.60
6138,2184,2024-07-26,Monitor,6,642.34
1321,2852,2024-08-02,Headphones,4,111.93
3397,2846,2023-11-02,Keyboard,2,810.58
6358,2017,2024-02-22,Phone,7,377.47
5499,2230,2024-01-10,Keyboard,6,794.67
8406,2517,2024-03-21,Mouse,4,3.36
5970,2238,2024-03-27,Monitor,5,807.43
2311,2171,2024-02-14,Monitor,10,835.02
6520,2793,2024-08-13,Monitor,1,943.97
9484,2484,2024-07-13,Keyboard,1,543.36
1101,2917,2024-05-13,Keyboard,6,908.95
6660,2009,2023-11-06,Laptop,10,190.85
7679,2934,2024-02-08,Keyboard,9,65.91
1106,2354,2023-11-04,Monitor,2,939.41
4982,2183,2024-08-26,Mouse,3,48.79
3807,2972,2024-05-03,Laptop,4,803.33
5158,2911,2023-11-14,Phone,7,277.18
5133,2772,2024-06-25,Keyboard,4,836.34
4263,2512,2024-06-18,Headphones,5,886.80
4018,2610,2023-10-07,Laptop,10,387.02
1506,2782,2024-04-13,Phone,10,100.78
6356,2499,2024-08-05,Mouse,3,432.93
1462,2377,2024-01-18,Laptop,9,797.71
2840,2860,2023-10-19,Mouse,3,361.62
5473,2189,2023-10-05,Keyboard,3,310.03
2511,2157,2023-09-25,Mouse,2,514.63
6316,2379,2023-12-16,Keyboard,4,99.52
5678,2693,2024-07-14,Keyboard,6,586.26
7919,2085,2024-02-23,Keyboard,1,793.44
4677,2012,2024-05-04,Laptop,4,100.66
6448,2766,2024-06-16,Monitor,8,533.08
7315,2100,2023-11-13,Mouse,8,283.84
4643,2000,2024-02-04,Keyboard,8,609.10
9829,2551,2024-02-24,Monitor,2,930.77
3221,2307,2024-05-09,Laptop,7,14.88
7286,2020,2024-08-22,Keyboard,6,44.73
9178,2820,2023-12-28,Monitor,4,486.52
7586,2528,2023-11-22,Phone,4,672.24
4551,2948,2024-01-06,Mouse,3,513.98
6490,2040,2023-12-31,Mouse,6,356.17
9415,2227,2024-04-09,Laptop,7,998.40
5989,2939,2024-04-20,Phone,1,402.38
2019,2495,2023-11-17,Phone,10,786.42
2844,2932,2024-05-14,Monitor,2,13.82
2551,2295,2024-09-06,Headphones,7,191.78
3021,2343,2024-06-05,Monitor,6,527.53
9035,2377,2024-06-22,Headphones,3,986.52
1072,2478,2024-05-15,Monitor,2,738.32
8974,2337,2023-10-12,Keyboard,4,803.24
6704,2910,2023-10-28,Headphones,10,272.92
6432,2622,2023-10-31,Mouse,8,301.35
8000,2234,2024-02-03,Mouse,10,539.76
5754,2290,2024-09-09,Keyboard,6,199.05
4820,2605,2023-11-10,Laptop,4,910.41
4090,2180,2023-09-28,Mouse,3,656.31
2362,2072,2024-08-25,Monitor,7,522.51
2197,2363,2024-02-02,Phone,10,814.61
6707,2411,2023-10-13,Mouse,9,232.09
8862,2216,2023-12-17,Phone,9,800.69
6995,2804,2023-12-21,Headphones,4,800.30
4709,2729,2024-05-06,Phone,8,444.39
5749,2856,2024-04-12,Phone,6,703.54
7977,2587,2023-11-02,Monitor,3,406.41
8775,2589,2023-12-22,Keyboard,10,581.52
2814,2829,2023-11-19,Keyboard,4,341.92
5422,2722,2024-06-11,Headphones,5,343.30
7468,2850,2024-08-01,Monitor,6,142.89
9758,2470,2023-10-25,Headphones,5,509.78
3385,2330,2024-03-06,Mouse,7,69.09
5394,2136,2024-06-21,Keyboard,7,782.89
8643,2710,2024-01-12,Phone,9,879.20
3079,2146,2024-02-14,Mouse,1,320.96
3246,2968,2023-10-03,Phone,9,786.39
6450,2204,2023-10-06,Mouse,9,543.18
3234,2213,2023-10-26,Phone,9,31.64
4653,2160,2024-01-11,Headphones,5,671.85
3276,2075,2024-03-12,Mouse,9,918.41
5878,2360,2023-11-30,Monitor,3,420.24
7766,2267,2024-09-11,Mouse,9,143.75
4337,2058,2024-07-26,Monitor,9,534.48
1326,2960,2024-07-05,Mouse,10,466.61
1455,2573,2023-12-28,Keyboard,6,720.44
2243,2215,2024-06-23,Headphones,2,70.42
8433,2542,2023-11-27,Phone,4,883.42
3369,2949,2024-04-26,Monitor,7,116.98
2720,2460,2024-02-23,Phone,7,738.82
4861,2175,2024-05-22,Mouse,6,66.77
7821,2177,2024-01-28,Laptop,10,586.90
3860,2324,2023-12-29,Monitor,4,449.54
2887,2201,2024-03-05,Phone,4,432.00
5469,2292,2024-08-23,Headphones,5,189.47
6941,2659,2024-02-27,Monitor,7,604.73
5647,2599,2024-04-27,Monitor,8,207.70
5941,2925,2023-10-03,Mouse,10,984.44
5338,2792,2024-04-29,Monitor,6,372.99
9214,2682,2024-02-05,Phone,10,813.64
5555,2766,2024-07-09,Laptop,7,558.89
3585,2089,2024-07-09,Headphones,5,453.96
5603,2871,2024-04-21,Monitor,3,100.04
4187,2240,2023-12-02,Mouse,6,210.96
3876,2760,2024-07-24,Laptop,9,192.36
9447,2741,2024-02-03,Mouse,7,104.15
3585,2638,2023-12-27,Phone,2,604.10
3466,2267,2023-12-26,Monitor,8,231.65
2630,2483,2024-03-26,Laptop,6,461.11
4153,2067,2024-09-14,Laptop,4,351.08
4473,2362,2024-08-18,Monitor,3,141.62
4807,2871,2024-06-18,Laptop,1,290.88
1231,2225,2024-06-01,Mouse,6,528.80
5289,2327,2024-06-17,Laptop,2,895.28
1004,2467,2024-07-30,Headphones,8,705.13
4180,2508,2023-11-11,Laptop,1,574.69
2613,2949,2024-06-18,Phone,4,469.76
2158,2613,2024-03-21,Phone,7,407.08
2831,2853,2024-05-24,Laptop,8,115.61
6460,2329,2024-08-20,Phone,9,209.20
9759,2270,2024-07-09,Headphones,9,267.91
5557,2763,2024-08-13,Laptop,8,145.13
9632,2426,2023-12-15,Phone,5,180.62
2332,2499,2024-04-17,Phone,4,802.20
9614,2400,2024-09-17,Mouse,4,997.35
7721,2122,2024-01-11,Mouse,6,27.05
1677,2658,2023-12-30,Headphones,9,533.16
7115,2193,2024-04-04,Monitor,10,296.82
5910,2608,2023-12-31,Phone,3,17.71
4978,2851,2024-08-11,Headphones,8,970.94
6433,2074,2023-12-10,Mouse,2,160.62
7833,2958,2024-04-24,Keyboard,3,713.92
2396,2587,2024-06-23,Monitor,2,776.51
7251,2794,2023-09-25,Keyboard,8,761.59
6113,2398,2024-06-20,Headphones,2,21.56
2427,2880,2024-07-25,Phone,2,130.69
3128,2006,2024-02-16,Keyboard,5,130.38
2105,2511,2024-05-08,Laptop,6,886.51
9034,2424,2024-08-03,Monitor,7,933.58
8637,2308,2023-10-07,Mouse,4,247.26
5263,2201,2024-03-04,Phone,6,901.60
3690,2170,2023-10-08,Laptop,1,920.72
1658,2081,2023-12-19,Mouse,1,823.16
6616,2110,2024-07-30,Laptop,7,397.19
7971,2205,2024-01-13,Keyboard,8,238.29
4174,2857,2024-04-28,Laptop,8,710.48
5785,2983,2023-09-28,Monitor,1,127.26
1659,2750,2024-03-13,Laptop,9,572.22
7601,2949,2024-08-27,Phone,5,560.81
4470,2908,2023-12-11,Headphones,7,829.55
6026,2408,2024-09-16,Monitor,5,996.37
6427,2403,2024-09-06,Laptop,10,875.93
6736,2700,2024-03-20,Headphones,1,665.72
8610,2763,2024-08-23,Laptop,3,675.22
9195,2154,2024-03-20,Laptop,9,507.13
2424,2539,2024-09-03,Monitor,3,615.09
9989,2328,2023-12-11,Phone,8,331.41
5125,2935,2024-02-08,Headphones,2,584.37
2170,2229,2024-05-26,Phone,9,382.37
6108,2501,2024-06-03,Laptop,5,197.36
9567,2935,2023-11-02,Phone,7,747.67
1492,2316,2024-03-05,Mouse,10,433.44
8471,2493,2024-06-17,Keyboard,9,315.22
1849,2930,2024-03-20,Laptop,8,537.69
9534,2275,2023-10-10,Mouse,4,977.11
3061,2684,2024-04-15,Mouse,3,658.35
3210,2463,2024-03-09,Phone,2,273.43
2175,2910,2023-10-28,Monitor,9,205.60
5851,2747,2024-01-10,Mouse,4,69.16
4355,2143,2024-02-27,Headphones,4,432.67
7304,2519,2024-01-16,Laptop,3,525.21
2449,2859,2024-04-06,Headphones,5,754.52
9033,2736,2024-06-22,Laptop,7,164.24
5532,2731,2024-02-04,Headphones,2,224.95
8582,2712,2023-10-29,Laptop,10,462.07
4235,2006,2023-11-01,Monitor,10,257.38
7109,2477,2024-03-05,Laptop,10,694.42
5957,2363,2024-03-15,Mouse,10,497.63
4162,2146,2024-06-02,Laptop,10,338.41
9362,2226,2024-08-04,Mouse,8,723.62
2655,2978,2024-06-23,Headphones,7,623.18
4748,2426,2023-11-02,Monitor,2,596.24
5722,2320,2024-06-06,Monitor,2,341.87
6399,2013,2023-11-12,Laptop,7,750.52
4713,2702,2024-07-01,Headphones,4,687.01
7236,2125,2024-07-27,Headphones,9,511.03
3247,2021,2023-10-22,Keyboard,2,516.46
9913,2283,2024-06-28,Headphones,8,623.82
6095,2489,2024-05-13,Headphones,5,964.11
2485,2806,2024-02-25,Laptop,4,307.16
6391,2118,2023-11-09,Laptop,8,358.82
5076,2140,2024-04-13,Mouse,4,576.40
1341,2300,2023-12-31,Headphones,3,514.28
4692,2286,2024-07-14,Headphones,10,515.10
4559,2363,2023-12-09,Phone,3,306.87
5757,2589,2024-05-12,Mouse,5,505.88
7715,2772,2024-08-29,Laptop,8,906.81
5668,2748,2023-12-01,Keyboard,5,109.84
2087,2523,2024-08-02,Phone,1,210.33
1976,2634,2024-02-29,Mouse,7,815.02
7324,2399,2024-01-21,Monitor,9,879.88
1975,2872,2023-10-16,Phone,7,430.48
7927,2158,2024-06-27,Headphones,9,930.02
3699,2015,2024-03-13,Monitor,4,560.83
3461,2987,2024-06-23,Headphones,8,667.78
9851,2303,2024-03-17,Laptop,9,63.99
8662,2355,2024-04-29,Keyboard,10,53.11
8679,2210,2024-05-07,Laptop,5,558.14
4168,2585,2024-03-08,Headphones,10,54.24
1962,2058,2024-06-30,Keyboard,7,735.90
3799,2004,2024-09-15,Phone,8,726.36
9015,2150,2023-10-10,Mouse,10,820.20
4332,2367,2024-05-15,Headphones,6,742.71
8101,2409,2024-02-27,Monitor,9,547.29
7978,2551,2024-06-09,Keyboard,9,78.22
8836,2029,2024-05-06,Phone,4,757.92
2197,2450,2024-01-02,Phone,5,578.93
5382,2877,2024-02-10,Monitor,1,497.94
8885,2647,2024-01-05,Monitor,9,991.87
7422,2705,2024-08-04,Monitor,9,461.94
2080,2309,2024-06-07,Mouse,3,324.97
7596,2224,2024-07-23,Mouse,4,34.75
4603,2053,2024-02-17,Keyboard,4,64.56
9794,2917,2024-01-25,Mouse,1,128.12
9600,2522,2023-10-10,Monitor,10,804.73
1983,2343,2024-07-03,Laptop,5,160.10
6165,2246,2024-07-09,Headphones,6,294.66
1789,2110,2024-01-30,Headphones,6,651.75
7379,2014,2023-12-09,Phone,4,714.10
6297,2117,2024-01-23,Keyboard,2,717.35
3155,2402,2024-01-30,Mouse,6,356.88
4191,2149,2024-01-10,Headphones,2,287.06
2687,2892,2024-02-21,Mouse,9,135.37
9202,2989,2024-04-25,Laptop,9,702.94
1554,2155,2023-12-26,Headphones,4,132.51
3998,2841,2024-08-02,Phone,5,131.77
2916,2559,2024-05-15,Phone,9,18.70
7206,2727,2024-01-08,Keyboard,3,932.02
4089,2409,2024-06-27,Mouse,8,976.84
6564,2544,2024-09-07,Monitor,8,109.02
1916,2600,2024-06-12,Monitor,4,794.63
2413,2716,2024-06-06,Headphones,4,697.73
5424,2915,2024-02-28,Laptop,10,113.96
7197,2911,2023-09-26,Headphones,8,162.13
1829,2529,2024-05-16,Keyboard,6,578.58
5804,2625,2023-12-19,Keyboard,3,502.77
9873,2138,2024-02-22,Headphones,6,758.54
8497,2778,2024-05-13,Laptop,3,780.70
5988,2801,2024-07-23,Laptop,8,15.61
5139,2501,2024-02-17,Headphones,4,433.68
8905,2304,2023-11-23,Monitor,3,805.15
7150,2088,2023-11-30,Headphones,4,707.11
6440,2952,2024-04-15,Laptop,3,138.90
2095,2171,2024-09-07,Laptop,7,746.44
2213,2404,2024-08-04,Headphones,7,969.96
5384,2213,2024-04-13,Laptop,9,708.78
9102,2553,2024-07-13,Monitor,7,961.67
9907,2360,2024-06-09,Keyboard,9,18.00
6683,2452,2024-07-21,Headphones,6,111.32
4443,2200,2024-03-21,Monitor,7,351.39
3565,2374,2024-04-02,Mouse,8,790.50
6046,2967,2024-02-19,Keyboard,6,167.02
6786,2412,2023-11-28,Laptop,5,195.52
8179,2440,2024-06-26,Keyboard,5,144.45
4180,2722,2023-12-31,Mouse,5,33.78
2325,2507,2024-07-01,Monitor,2,563.73
8708,2528,2024-08-12,Headphones,10,503.17
6340,2520,2024-01-21,Mouse,5,26.95
3886,2327,2024-08-12,Mouse,6,102.83
6326,2528,2024-03-16,Monitor,1,255.66
8612,2943,2023-11-24,Keyboard,4,180.51
2624,2830,2023-11-24,Laptop,4,808.67
1220,2419,2024-06-26,Keyboard,8,317.61
7404,2239,2024-06-25,Keyboard,9,163.58
3420,2037,2024-01-17,Monitor,5,940.19
1195,2552,2024-07-01,Monitor,4,120.88
9403,2591,2024-09-08,Keyboard,7,877.86
7658,2708,2023-09-21,Headphones,1,477.83
2647,2958,2024-05-11,Keyboard,10,891.20
7095,2125,2024-02-12,Mouse,6,576.44
1824,2165,2023-12-24,Laptop,1,445.36
8404,2464,2024-07-24,Mouse,6,865.84
8587,2053,2024-07-14,Phone,3,471.59
9226,2538,2024-03-09,Headphones,6,146.62
4326,2698,2024-05-18,Laptop,4,281.94
5280,2639,2023-11-09,Keyboard,7,474.74
4381,2185,2023-09-24,Monitor,5,728.26
7933,2086,2024-08-29,Mouse,9,154.96
4561,2008,2024-04-19,Mouse,7,590.31
7320,2945,2024-07-06,Headphones,5,838.03
7731,2688,2023-12-14,Phone,7,362.60
4603,2863,2024-03-27,Monitor,1,661.89
1742,2688,2023-10-21,Headphones,6,456.81
3834,2163,2023-12-19,Mouse,3,941.34
6711,2624,2024-09-14,Headphones,5,925.76
7501,2612,2024-05-31,Keyboard,6,611.28
3068,2141,2024-01-01,Headphones,7,700.20
5431,2635,2023-12-09,Monitor,7,185.58
4064,2575,2024-09-13,Phone,8,966.31
8146,2442,2024-04-06,Mouse,9,397.62
1963,2310,2024-06-13,Laptop,1,269.65
5604,2688,2024-07-31,Mouse,2,120.57
5905,2683,2024-05-31,Phone,5,43.10
5366,2101,2024-05-18,Laptop,10,689.00
